time,lon,lat,rcp26_r10mm_p10,rcp26_r10mm_p50,rcp26_r10mm_p90,rcp45_r10mm_p10,rcp45_r10mm_p50,rcp45_r10mm_p90,rcp85_r10mm_p10,rcp85_r10mm_p50,rcp85_r10mm_p90
1950-01-01,-120.04,49.62,5.30,8.00,13.00,5.30,8.00,13.00,5.30,8.00,13.00
1951-01-01,-120.04,49.62,4.00,8.00,13.40,4.00,8.00,13.40,4.00,8.50,13.40
1952-01-01,-120.04,49.62,4.30,9.00,11.00,4.30,9.00,11.00,4.00,9.00,11.00
1953-01-01,-120.04,49.62,5.30,10.00,15.00,5.30,10.00,14.70,5.30,10.00,15.00
1954-01-01,-120.04,49.62,6.00,8.00,12.40,6.00,8.00,12.40,6.00,8.00,12.40
1955-01-01,-120.04,49.62,6.00,8.00,11.00,5.30,8.00,11.00,5.30,8.00,11.00
1956-01-01,-120.04,49.62,4.30,8.00,10.70,4.00,8.00,10.70,4.00,8.00,10.70
1957-01-01,-120.04,49.62,3.30,9.00,12.70,3.30,8.50,12.00,3.30,9.00,12.00
1958-01-01,-120.04,49.62,4.00,8.50,13.00,4.00,8.50,13.70,4.00,8.50,13.70
1959-01-01,-120.04,49.62,5.00,7.50,13.70,5.00,7.00,13.70,5.00,7.00,13.00
1960-01-01,-120.04,49.62,6.30,9.00,13.70,6.30,9.00,13.70,6.30,9.00,13.70
1961-01-01,-120.04,49.62,5.30,9.00,13.70,5.30,9.50,13.70,5.30,9.50,13.70
1962-01-01,-120.04,49.62,5.00,9.00,12.40,3.60,9.00,12.70,3.60,9.00,12.70
1963-01-01,-120.04,49.62,4.00,10.00,14.00,4.00,9.50,14.00,4.00,9.50,14.70
1964-01-01,-120.04,49.62,3.60,9.00,12.70,3.60,9.00,11.70,3.60,9.00,13.00
1965-01-01,-120.04,49.62,4.30,8.00,12.70,5.00,8.00,12.00,5.00,8.00,12.70
1966-01-01,-120.04,49.62,4.30,7.50,12.00,4.30,8.00,12.00,4.30,8.00,12.00
1967-01-01,-120.04,49.62,5.00,8.50,13.00,5.00,8.50,13.00,5.00,8.50,13.00
1968-01-01,-120.04,49.62,6.00,9.00,13.00,6.00,9.00,13.00,6.00,9.00,13.00
1969-01-01,-120.04,49.62,4.60,10.00,14.00,4.60,10.00,14.70,4.60,10.00,14.70
1970-01-01,-120.04,49.62,5.00,8.00,13.00,5.00,8.00,12.70,5.00,8.00,12.70
1971-01-01,-120.04,49.62,4.00,8.50,12.00,4.00,8.50,12.00,4.00,9.00,12.00
1972-01-01,-120.04,49.62,4.00,9.00,13.70,4.30,9.00,13.70,4.00,9.00,14.00
1973-01-01,-120.04,49.62,6.00,10.00,13.70,6.00,9.00,13.70,6.30,9.00,13.70
1974-01-01,-120.04,49.62,5.00,8.00,13.70,5.00,8.00,14.00,5.00,8.00,14.00
1975-01-01,-120.04,49.62,7.30,10.00,14.00,7.00,10.00,14.40,7.00,10.00,13.70
1976-01-01,-120.04,49.62,5.30,8.00,12.70,5.30,8.00,12.70,5.30,8.00,12.00
1977-01-01,-120.04,49.62,5.30,8.00,14.40,5.30,8.00,14.40,5.00,8.00,14.40
1978-01-01,-120.04,49.62,6.00,8.00,11.70,6.00,8.00,11.70,6.00,8.00,11.70
1979-01-01,-120.04,49.62,4.30,8.00,11.70,5.00,8.50,12.00,5.30,8.50,12.70
1980-01-01,-120.04,49.62,4.00,8.50,14.00,4.00,8.50,13.70,4.00,8.50,14.70
1981-01-01,-120.04,49.62,5.00,8.50,12.70,5.00,8.00,12.70,5.00,8.00,13.00
1982-01-01,-120.04,49.62,4.30,7.50,13.70,4.30,7.50,13.70,4.30,7.50,13.70
1983-01-01,-120.04,49.62,6.00,10.00,13.00,6.00,9.50,13.70,6.00,10.00,13.00
1984-01-01,-120.04,49.62,4.30,8.50,12.00,4.30,8.50,12.00,4.30,9.00,12.00
1985-01-01,-120.04,49.62,5.00,8.50,14.00,5.30,9.00,13.00,5.30,9.00,13.00
1986-01-01,-120.04,49.62,6.30,10.00,12.70,6.30,10.00,12.70,6.30,9.50,12.70
1987-01-01,-120.04,49.62,5.00,8.00,14.70,3.60,8.00,14.70,2.90,8.00,14.40
1988-01-01,-120.04,49.62,5.00,9.00,12.70,5.00,9.00,12.70,5.00,8.50,12.00
1989-01-01,-120.04,49.62,4.30,9.00,11.00,4.00,8.50,11.00,4.30,9.00,11.00
1990-01-01,-120.04,49.62,5.00,9.50,14.00,5.00,9.00,14.70,5.00,9.50,14.00
1991-01-01,-120.04,49.62,5.00,9.50,14.40,5.30,9.00,14.00,5.00,9.50,14.70
1992-01-01,-120.04,49.62,5.00,10.00,14.40,5.30,10.00,14.00,5.30,9.00,14.70
1993-01-01,-120.04,49.62,4.30,8.50,13.00,5.00,8.50,12.70,5.00,8.50,12.70
1994-01-01,-120.04,49.62,4.30,8.50,12.00,4.30,9.00,12.00,4.30,8.50,11.00
1995-01-01,-120.04,49.62,4.30,8.00,12.70,4.30,7.50,12.70,4.00,8.00,12.70
1996-01-01,-120.04,49.62,6.30,9.00,12.70,6.00,9.00,12.70,6.00,9.00,12.70
1997-01-01,-120.04,49.62,4.00,9.00,13.00,4.00,10.00,13.00,4.00,9.50,13.00
1998-01-01,-120.04,49.62,4.00,9.50,13.70,4.00,9.50,13.70,3.30,9.50,13.70
1999-01-01,-120.04,49.62,5.30,9.00,14.10,5.30,9.00,14.10,4.60,8.50,13.40
2000-01-01,-120.04,49.62,6.30,10.00,13.70,6.30,10.00,14.40,5.30,10.00,14.40
2001-01-01,-120.04,49.62,3.00,7.50,13.00,3.00,7.50,13.70,3.30,7.00,12.70
2002-01-01,-120.04,49.62,7.00,10.00,14.00,7.00,10.00,14.70,7.00,9.50,14.70
2003-01-01,-120.04,49.62,6.00,9.50,14.70,6.00,9.00,14.70,6.00,9.00,15.00
2004-01-01,-120.04,49.62,3.60,9.00,11.00,3.60,9.00,11.00,3.60,9.50,11.00
2005-01-01,-120.04,49.62,5.60,10.00,12.70,6.30,10.00,12.70,7.00,10.00,12.70
2006-01-01,-120.04,49.62,6.00,8.50,12.70,4.30,9.50,12.00,6.30,10.00,14.00
2007-01-01,-120.04,49.62,4.00,7.50,15.50,5.00,8.00,15.40,4.30,10.00,14.00
2008-01-01,-120.04,49.62,5.30,9.00,12.70,4.30,9.50,11.70,4.00,9.00,15.00
2009-01-01,-120.04,49.62,4.00,9.00,12.00,4.00,9.00,13.70,7.00,10.50,15.70
2010-01-01,-120.04,49.62,5.30,9.00,14.00,4.30,8.00,14.70,5.30,9.00,13.70
2011-01-01,-120.04,49.62,6.60,9.00,14.00,6.30,10.00,14.00,5.30,8.50,13.70
2012-01-01,-120.04,49.62,5.00,9.50,15.40,4.00,9.00,14.70,5.00,8.50,13.70
2013-01-01,-120.04,49.62,5.30,9.50,13.00,4.30,10.00,12.00,4.00,10.00,13.40
2014-01-01,-120.04,49.62,7.00,10.00,12.00,4.30,8.00,12.40,7.00,10.00,14.00
2015-01-01,-120.04,49.62,5.30,9.00,11.70,4.30,9.00,14.70,4.30,9.00,13.70
2016-01-01,-120.04,49.62,6.00,9.00,15.00,6.00,9.00,13.00,5.00,9.50,14.00
2017-01-01,-120.04,49.62,6.30,8.50,12.70,5.00,9.00,14.00,6.30,8.50,14.00
2018-01-01,-120.04,49.62,7.00,9.00,14.00,5.30,8.00,12.70,4.00,9.00,14.00
2019-01-01,-120.04,49.62,5.60,8.50,15.00,6.00,9.00,12.70,6.30,10.50,14.70
2020-01-01,-120.04,49.62,4.30,10.50,14.00,6.00,10.00,14.00,5.00,8.00,13.10
2021-01-01,-120.04,49.62,4.30,10.00,12.00,4.00,8.00,13.70,3.00,9.00,15.70
2022-01-01,-120.04,49.62,4.60,9.50,13.00,5.00,9.00,13.00,3.00,9.50,16.00
2023-01-01,-120.04,49.62,4.30,9.00,12.70,6.30,9.50,14.70,4.30,9.00,17.10
2024-01-01,-120.04,49.62,4.30,10.00,16.70,7.00,10.50,13.70,6.00,9.00,15.40
2025-01-01,-120.04,49.62,7.00,10.00,13.00,4.60,8.50,13.00,5.30,10.00,14.00
2026-01-01,-120.04,49.62,5.60,9.50,14.40,7.30,9.00,15.70,5.00,9.00,12.70
2027-01-01,-120.04,49.62,6.30,11.00,13.70,6.00,10.00,14.00,5.00,9.00,15.00
2028-01-01,-120.04,49.62,4.00,8.00,13.70,5.60,11.00,14.00,6.30,12.00,16.00
2029-01-01,-120.04,49.62,4.30,11.00,15.70,6.30,11.00,15.70,8.00,12.00,17.40
2030-01-01,-120.04,49.62,5.60,9.00,21.10,5.00,8.00,15.70,4.00,8.50,14.00
2031-01-01,-120.04,49.62,7.00,11.00,15.70,6.00,10.00,13.70,5.30,8.50,14.70
2032-01-01,-120.04,49.62,6.60,9.00,16.10,6.00,10.00,16.00,6.30,9.50,14.70
2033-01-01,-120.04,49.62,6.00,11.00,13.70,6.30,10.50,14.70,6.00,9.00,14.00
2034-01-01,-120.04,49.62,3.30,9.00,15.40,7.30,11.00,14.00,5.00,9.00,14.50
2035-01-01,-120.04,49.62,7.00,9.50,14.00,5.30,10.00,15.00,6.00,11.00,13.00
2036-01-01,-120.04,49.62,7.00,10.00,14.70,4.30,9.00,14.70,5.30,9.50,16.40
2037-01-01,-120.04,49.62,7.30,9.50,15.00,5.00,10.00,13.00,5.30,9.00,15.70
2038-01-01,-120.04,49.62,7.00,11.00,15.70,5.00,9.50,15.70,8.00,11.00,14.00
2039-01-01,-120.04,49.62,6.30,10.00,13.70,5.30,11.00,16.00,5.60,11.00,18.40
2040-01-01,-120.04,49.62,6.00,9.50,16.00,5.00,10.00,15.40,5.00,10.50,15.40
2041-01-01,-120.04,49.62,4.30,9.00,13.00,5.00,8.50,17.10,6.00,10.50,13.00
2042-01-01,-120.04,49.62,6.30,10.00,15.40,6.30,9.50,15.70,6.00,10.00,14.70
2043-01-01,-120.04,49.62,5.30,11.00,15.00,3.30,8.00,12.00,5.00,9.50,17.00
2044-01-01,-120.04,49.62,6.30,9.50,17.10,5.30,10.00,16.10,5.30,10.50,17.00
2045-01-01,-120.04,49.62,6.00,12.50,18.00,6.00,10.00,17.00,6.30,11.00,15.70
