time,lat,lon,rcp26_gddgrow_5_p10,rcp26_gddgrow_5_p50,rcp26_gddgrow_5_p90,rcp45_gddgrow_5_p10,rcp45_gddgrow_5_p50,rcp45_gddgrow_5_p90,rcp85_gddgrow_5_p10,rcp85_gddgrow_5_p50,rcp85_gddgrow_5_p90
1950-01-01,60.54,-136.46,133.51,308.90,400.37,132.56,308.90,400.38,133.27,308.90,400.38
1951-01-01,60.54,-136.46,183.50,261.11,455.46,183.50,261.12,455.46,183.50,261.11,455.46
1952-01-01,60.54,-136.46,153.79,258.17,376.51,153.79,258.17,376.51,153.79,258.17,376.51
1953-01-01,60.54,-136.46,139.07,229.86,315.46,143.27,229.86,315.48,143.27,229.86,315.29
1954-01-01,60.54,-136.46,172.65,262.35,370.29,172.22,262.35,370.28,172.51,261.29,370.28
1955-01-01,60.54,-136.46,135.70,213.43,347.02,135.87,214.40,347.02,135.12,213.66,347.02
1956-01-01,60.54,-136.46,123.25,230.26,373.09,123.25,230.26,373.09,123.25,230.26,373.09
1957-01-01,60.54,-136.46,141.03,226.46,438.85,141.03,226.85,438.60,141.03,227.70,439.36
1958-01-01,60.54,-136.46,153.27,228.93,392.66,153.27,228.93,392.66,153.27,228.93,392.66
1959-01-01,60.54,-136.46,168.84,273.74,429.80,168.84,273.16,429.80,168.84,274.00,429.80
1960-01-01,60.54,-136.46,173.22,260.11,515.66,173.22,260.11,515.39,173.21,260.11,515.39
1961-01-01,60.54,-136.46,180.48,289.88,389.93,180.48,289.88,389.93,180.48,289.88,389.93
1962-01-01,60.54,-136.46,87.28,227.01,352.19,87.28,226.04,352.18,87.28,226.33,352.18
1963-01-01,60.54,-136.46,119.08,217.58,409.32,118.34,217.59,409.33,119.86,217.43,409.32
1964-01-01,60.54,-136.46,82.01,199.48,354.87,82.11,199.48,354.87,81.58,199.48,354.87
1965-01-01,60.54,-136.46,133.99,216.75,319.51,134.89,217.47,319.51,134.74,217.26,319.51
1966-01-01,60.54,-136.46,117.01,220.44,402.36,117.01,221.81,402.06,117.01,222.38,402.06
1967-01-01,60.54,-136.46,177.70,256.80,353.57,179.44,256.80,352.21,179.44,256.80,352.40
1968-01-01,60.54,-136.46,139.62,219.79,331.64,140.28,219.35,331.64,140.30,219.06,331.83
1969-01-01,60.54,-136.46,120.88,258.19,388.32,119.59,258.19,388.32,120.29,258.19,388.32
1970-01-01,60.54,-136.46,184.90,279.50,341.97,184.90,278.81,341.97,184.90,277.87,341.11
1971-01-01,60.54,-136.46,180.49,233.17,340.32,180.49,233.17,340.74,180.49,233.17,340.28
1972-01-01,60.54,-136.46,158.08,272.79,365.73,157.25,274.10,365.72,158.03,274.19,365.74
1973-01-01,60.54,-136.46,161.63,254.44,391.92,161.63,255.14,391.92,161.63,254.34,391.59
1974-01-01,60.54,-136.46,126.57,227.90,391.60,126.57,227.89,391.60,126.57,227.90,392.31
1975-01-01,60.54,-136.46,132.47,346.45,531.75,132.46,346.45,531.75,132.47,346.45,531.75
1976-01-01,60.54,-136.46,122.85,232.82,432.41,122.41,232.82,432.65,122.66,232.83,432.60
1977-01-01,60.54,-136.46,155.62,237.86,359.59,154.11,237.86,360.25,154.57,237.86,360.25
1978-01-01,60.54,-136.46,127.93,236.23,402.84,127.93,236.23,402.09,127.93,236.23,402.60
1979-01-01,60.54,-136.46,178.59,268.66,366.97,178.58,268.73,367.37,178.47,268.91,367.48
1980-01-01,60.54,-136.46,70.05,258.67,402.34,68.68,261.21,402.72,69.28,260.11,404.47
1981-01-01,60.54,-136.46,178.34,263.07,310.05,179.02,262.36,309.64,177.93,262.50,311.15
1982-01-01,60.54,-136.46,146.50,240.92,327.12,145.55,239.03,328.11,146.28,241.05,329.00
1983-01-01,60.54,-136.46,114.77,266.68,400.37,115.22,266.98,401.24,114.40,264.86,400.62
1984-01-01,60.54,-136.46,177.10,254.74,380.73,177.07,256.79,381.49,178.00,257.11,382.66
1985-01-01,60.54,-136.46,121.98,254.09,410.28,120.24,255.67,400.67,120.93,256.76,407.80
1986-01-01,60.54,-136.46,157.11,276.99,366.99,157.64,277.59,367.95,158.11,279.95,367.50
1987-01-01,60.54,-136.46,180.58,254.60,405.63,179.26,255.92,407.64,181.19,254.99,407.95
1988-01-01,60.54,-136.46,155.91,288.95,414.21,156.11,291.32,414.41,156.22,290.17,418.16
1989-01-01,60.54,-136.46,139.04,243.99,448.78,139.84,244.62,437.13,140.54,245.72,440.68
1990-01-01,60.54,-136.46,169.31,318.75,399.69,171.04,317.35,397.98,170.65,319.59,395.41
1991-01-01,60.54,-136.46,161.57,295.34,371.09,161.32,295.02,370.80,160.85,295.72,371.27
1992-01-01,60.54,-136.46,153.50,239.54,392.51,155.18,239.63,391.13,154.80,239.15,392.81
1993-01-01,60.54,-136.46,201.15,293.44,451.32,199.85,295.87,450.81,199.48,295.25,451.88
1994-01-01,60.54,-136.46,144.43,233.68,310.65,145.44,233.20,307.59,146.58,232.60,308.85
1995-01-01,60.54,-136.46,119.79,271.72,347.63,118.82,270.64,345.09,119.82,271.32,346.00
1996-01-01,60.54,-136.46,147.43,239.06,541.98,145.03,240.67,543.83,146.72,241.01,539.20
1997-01-01,60.54,-136.46,205.73,308.58,447.41,203.99,307.55,448.96,206.85,306.94,446.96
1998-01-01,60.54,-136.46,145.06,308.60,413.57,145.20,306.50,413.00,143.97,308.75,412.12
1999-01-01,60.54,-136.46,237.83,351.69,491.44,237.20,349.77,489.08,238.74,350.28,492.18
2000-01-01,60.54,-136.46,200.98,358.46,507.40,202.19,352.22,502.79,200.93,355.61,502.97
2001-01-01,60.54,-136.46,307.72,394.27,511.94,306.64,396.99,508.07,303.59,396.17,512.90
2002-01-01,60.54,-136.46,262.83,341.81,472.34,260.52,342.70,465.26,261.50,343.30,467.38
2003-01-01,60.54,-136.46,254.63,331.79,442.83,253.89,329.92,441.56,255.37,331.15,442.84
2004-01-01,60.54,-136.46,221.22,336.59,483.06,223.53,333.74,480.56,224.22,335.63,482.25
2005-01-01,60.54,-136.46,264.41,371.88,476.07,265.89,373.93,476.49,265.89,373.16,477.71
2006-01-01,60.54,-136.46,204.82,326.32,491.35,238.09,372.78,498.79,230.28,345.24,455.80
2007-01-01,60.54,-136.46,249.34,367.75,527.48,211.08,319.10,490.48,222.66,340.79,515.80
2008-01-01,60.54,-136.46,188.62,361.41,503.36,192.47,288.85,489.80,177.56,391.67,499.09
2009-01-01,60.54,-136.46,222.85,382.44,488.90,190.97,366.47,592.70,219.48,338.78,591.66
2010-01-01,60.54,-136.46,239.11,356.02,527.31,197.29,365.93,568.77,269.86,344.87,555.84
2011-01-01,60.54,-136.46,217.63,444.98,585.22,228.57,359.46,558.35,264.03,336.47,482.72
2012-01-01,60.54,-136.46,239.56,337.84,594.06,207.50,322.91,478.41,197.83,333.71,485.49
2013-01-01,60.54,-136.46,197.75,340.31,506.73,240.17,337.07,557.21,220.96,398.50,540.02
2014-01-01,60.54,-136.46,254.11,363.58,492.65,272.76,425.86,546.74,198.26,388.32,551.41
2015-01-01,60.54,-136.46,257.50,406.26,576.57,237.06,369.17,552.49,254.18,377.28,474.82
2016-01-01,60.54,-136.46,232.34,380.48,509.66,191.49,402.05,503.50,247.48,442.74,655.77
2017-01-01,60.54,-136.46,270.22,359.01,501.16,258.10,363.28,493.51,343.42,407.23,565.95
2018-01-01,60.54,-136.46,256.11,395.78,653.55,245.36,372.17,583.55,272.40,370.34,532.98
2019-01-01,60.54,-136.46,252.84,373.17,570.45,247.78,351.43,539.76,174.78,423.69,551.67
2020-01-01,60.54,-136.46,324.56,399.30,602.10,302.76,426.39,585.10,245.97,365.61,548.90
2021-01-01,60.54,-136.46,274.17,403.50,592.57,312.37,422.91,544.96,298.96,416.28,606.13
2022-01-01,60.54,-136.46,265.65,421.38,679.34,251.91,385.12,565.18,307.80,429.49,628.07
2023-01-01,60.54,-136.46,262.49,413.81,622.53,265.91,421.68,592.60,287.99,384.50,537.86
2024-01-01,60.54,-136.46,242.17,419.91,623.19,294.33,426.20,697.39,253.40,362.29,565.55
2025-01-01,60.54,-136.46,293.68,399.94,561.98,274.13,403.32,652.43,259.86,421.42,584.02
2026-01-01,60.54,-136.46,319.95,456.59,567.60,251.25,440.01,671.18,271.12,494.35,733.54
2027-01-01,60.54,-136.46,287.71,413.83,688.68,302.77,435.87,633.08,358.59,456.57,581.05
2028-01-01,60.54,-136.46,319.37,430.47,678.83,322.85,454.23,689.48,304.75,419.26,636.96
2029-01-01,60.54,-136.46,309.18,439.90,644.15,290.51,467.32,612.48,324.97,438.64,615.82
2030-01-01,60.54,-136.46,334.13,466.60,695.36,305.70,437.53,595.22,309.48,373.64,631.03
2031-01-01,60.54,-136.46,292.89,426.38,687.97,325.92,482.48,646.90,257.91,429.62,574.88
2032-01-01,60.54,-136.46,269.61,439.04,669.05,310.08,450.18,619.77,264.73,475.00,602.00
