time,lon,lat,rcp26_r10mm_p10,rcp26_r10mm_p50,rcp26_r10mm_p90,rcp45_r10mm_p10,rcp45_r10mm_p50,rcp45_r10mm_p90,rcp85_r10mm_p10,rcp85_r10mm_p50,rcp85_r10mm_p90
1950-01-01,-105.71,49.87,2.00,7.00,10.00,2.30,7.00,10.00,2.30,7.00,10.00
1951-01-01,-105.71,49.87,4.00,7.00,11.00,4.00,7.00,11.00,4.00,7.00,11.00
1952-01-01,-105.71,49.87,4.00,7.00,12.00,4.00,7.00,11.70,4.00,7.00,11.70
1953-01-01,-105.71,49.87,3.30,8.00,14.00,3.30,8.00,13.70,4.00,8.00,13.70
1954-01-01,-105.71,49.87,3.30,6.00,12.00,3.30,6.00,12.00,3.30,6.00,12.00
1955-01-01,-105.71,49.87,6.00,7.50,13.40,5.30,7.50,13.10,6.00,7.50,13.10
1956-01-01,-105.71,49.87,4.00,7.00,12.00,4.00,6.50,11.40,4.00,6.50,11.40
1957-01-01,-105.71,49.87,4.00,6.50,11.40,4.00,6.50,12.10,4.00,6.50,11.40
1958-01-01,-105.71,49.87,5.00,8.00,12.10,5.00,8.00,11.40,5.00,8.00,11.40
1959-01-01,-105.71,49.87,6.00,9.00,12.70,6.00,9.00,12.70,6.00,9.00,13.00
1960-01-01,-105.71,49.87,4.00,7.00,12.00,4.00,7.00,12.00,4.00,7.00,12.00
1961-01-01,-105.71,49.87,4.30,9.00,12.70,3.60,9.00,12.70,3.60,9.00,12.70
1962-01-01,-105.71,49.87,5.00,8.50,12.70,4.30,8.50,12.70,4.30,8.50,12.70
1963-01-01,-105.71,49.87,3.30,7.00,12.00,3.30,7.50,12.00,3.30,7.00,12.00
1964-01-01,-105.71,49.87,4.00,8.00,13.40,3.30,8.00,13.40,4.00,8.00,13.40
1965-01-01,-105.71,49.87,5.30,9.50,12.00,5.30,9.00,12.00,5.30,9.50,12.00
1966-01-01,-105.71,49.87,4.00,8.00,12.00,4.30,8.00,12.00,4.30,8.00,12.00
1967-01-01,-105.71,49.87,4.00,6.50,14.40,4.00,6.50,14.40,4.00,6.50,14.40
1968-01-01,-105.71,49.87,5.00,7.50,13.70,5.00,7.50,13.70,5.00,7.50,14.00
1969-01-01,-105.71,49.87,2.00,7.00,11.00,2.00,7.00,11.00,2.00,7.00,11.00
1970-01-01,-105.71,49.87,3.60,7.50,13.50,3.60,8.00,13.50,3.60,8.00,13.50
1971-01-01,-105.71,49.87,4.00,8.00,14.00,4.00,7.50,14.00,4.00,7.50,14.00
1972-01-01,-105.71,49.87,3.00,7.00,11.00,3.30,7.00,10.70,3.30,7.00,10.70
1973-01-01,-105.71,49.87,3.30,9.00,11.70,3.30,9.00,11.70,3.30,9.00,11.70
1974-01-01,-105.71,49.87,4.30,8.00,10.70,4.30,8.00,10.70,4.30,8.00,10.70
1975-01-01,-105.71,49.87,3.30,7.50,11.00,3.30,7.50,11.00,3.30,7.50,11.00
1976-01-01,-105.71,49.87,2.00,7.00,11.00,2.00,7.00,11.00,2.30,7.00,11.00
1977-01-01,-105.71,49.87,3.30,7.00,12.70,3.00,7.00,13.00,3.00,7.00,13.00
1978-01-01,-105.71,49.87,4.00,6.50,11.70,4.00,6.50,11.70,4.00,6.50,11.70
1979-01-01,-105.71,49.87,3.30,8.00,11.70,3.30,8.00,11.70,3.30,8.00,11.70
1980-01-01,-105.71,49.87,4.30,9.50,12.00,4.30,9.50,11.70,4.30,9.00,11.70
1981-01-01,-105.71,49.87,3.00,6.00,11.70,3.00,6.50,11.70,3.00,6.50,11.70
1982-01-01,-105.71,49.87,4.00,8.00,12.00,4.00,8.00,11.70,4.00,8.00,11.70
1983-01-01,-105.71,49.87,4.30,7.50,12.40,4.30,7.50,13.00,4.30,8.00,12.70
1984-01-01,-105.71,49.87,4.30,8.00,11.00,4.30,8.00,11.00,4.30,8.00,11.00
1985-01-01,-105.71,49.87,5.30,8.00,11.00,5.00,8.00,11.00,4.30,8.00,10.00
1986-01-01,-105.71,49.87,3.00,7.50,11.00,2.30,7.50,11.00,2.30,7.50,11.00
1987-01-01,-105.71,49.87,4.00,6.00,11.70,4.00,6.50,12.00,4.00,6.50,12.00
1988-01-01,-105.71,49.87,3.00,7.00,10.00,3.00,8.00,10.70,3.00,8.00,10.00
1989-01-01,-105.71,49.87,3.00,6.00,8.70,3.00,6.00,8.00,3.30,6.00,8.70
1990-01-01,-105.71,49.87,4.00,7.00,11.40,4.30,7.00,11.40,4.30,7.00,11.70
1991-01-01,-105.71,49.87,2.30,7.50,10.70,2.30,7.50,11.40,2.30,7.50,10.00
1992-01-01,-105.71,49.87,4.00,7.00,11.00,4.00,7.00,10.70,4.00,7.00,10.70
1993-01-01,-105.71,49.87,4.00,8.00,11.70,4.00,8.00,12.40,4.00,8.00,12.40
1994-01-01,-105.71,49.87,3.30,7.50,11.00,3.30,7.00,11.00,3.30,7.00,11.70
1995-01-01,-105.71,49.87,5.00,8.00,12.70,5.00,8.50,13.00,5.00,8.50,13.00
