time,lat,lon,rcp26_txgt_25_p10,rcp26_txgt_25_p50,rcp26_txgt_25_p90,rcp45_txgt_25_p10,rcp45_txgt_25_p50,rcp45_txgt_25_p90,rcp85_txgt_25_p10,rcp85_txgt_25_p50,rcp85_txgt_25_p90
1950-01-01,58.54,-107.04,5.60,11.00,20.10,5.60,11.00,20.10,5.60,11.00,20.10
1951-01-01,58.54,-107.04,2.30,7.50,21.20,2.30,7.50,21.20,2.30,7.50,21.20
1952-01-01,58.54,-107.04,3.00,11.00,21.70,3.00,11.00,21.70,3.00,11.00,21.70
1953-01-01,58.54,-107.04,0.00,6.00,15.10,0.00,6.00,15.10,0.00,6.00,15.10
1954-01-01,58.54,-107.04,4.00,13.50,24.00,4.00,13.50,24.00,4.00,13.50,24.00
1955-01-01,58.54,-107.04,2.00,8.50,23.20,2.00,8.50,23.20,2.00,8.50,23.20
1956-01-01,58.54,-107.04,3.60,10.00,27.80,3.60,10.00,27.80,3.60,10.00,27.80
1957-01-01,58.54,-107.04,4.00,11.50,28.30,4.00,11.50,28.30,4.00,11.50,28.30
1958-01-01,58.54,-107.04,3.30,8.50,24.00,3.30,8.50,24.00,3.30,8.50,24.00
1959-01-01,58.54,-107.04,1.30,8.50,22.70,1.30,8.50,22.70,1.30,8.50,22.70
1960-01-01,58.54,-107.04,4.30,12.00,28.30,4.30,12.00,28.30,4.30,12.00,28.30
1961-01-01,58.54,-107.04,4.60,11.00,19.80,4.60,11.00,19.80,4.60,11.00,19.80
1962-01-01,58.54,-107.04,2.30,8.00,15.00,2.30,8.00,15.00,2.30,8.00,15.00
1963-01-01,58.54,-107.04,2.60,9.50,20.10,2.60,9.50,20.10,2.60,9.50,20.10
1964-01-01,58.54,-107.04,3.30,11.00,21.70,3.30,11.00,21.70,3.30,11.00,21.70
1965-01-01,58.54,-107.04,4.30,10.00,19.40,4.30,10.00,19.40,4.30,10.00,19.40
1966-01-01,58.54,-107.04,3.30,9.50,31.10,3.30,9.50,31.10,3.30,9.50,31.10
1967-01-01,58.54,-107.04,1.30,9.00,18.40,1.30,9.00,18.40,1.30,9.00,18.40
1968-01-01,58.54,-107.04,4.00,11.00,19.80,4.00,11.00,19.80,4.00,11.00,19.80
1969-01-01,58.54,-107.04,2.30,6.00,14.50,2.30,6.00,14.50,2.30,6.00,14.50
1970-01-01,58.54,-107.04,5.00,13.50,22.70,5.00,13.50,22.70,5.00,13.50,22.70
1971-01-01,58.54,-107.04,3.90,12.00,25.80,3.90,12.00,25.80,3.90,12.00,25.80
1972-01-01,58.54,-107.04,1.30,7.50,31.60,1.30,7.50,31.60,1.30,7.50,31.60
1973-01-01,58.54,-107.04,2.30,10.00,20.00,2.30,10.00,20.00,2.30,10.00,20.00
1974-01-01,58.54,-107.04,3.00,8.50,18.10,3.00,8.50,18.10,3.00,8.50,18.10
1975-01-01,58.54,-107.04,3.30,11.00,23.00,3.30,11.00,23.00,3.30,11.00,23.00
1976-01-01,58.54,-107.04,1.20,13.50,28.70,1.20,13.50,28.70,1.20,13.50,28.70
1977-01-01,58.54,-107.04,1.00,9.00,21.70,1.00,9.00,21.70,1.00,9.00,21.70
1978-01-01,58.54,-107.04,7.00,14.00,23.40,7.00,14.00,23.40,7.00,14.00,23.40
1979-01-01,58.54,-107.04,6.30,14.50,28.30,6.30,14.50,28.30,6.30,14.50,28.30
1980-01-01,58.54,-107.04,4.90,12.50,20.00,4.90,12.50,20.00,4.60,12.50,20.00
1981-01-01,58.54,-107.04,3.30,13.00,30.20,3.30,12.50,30.50,3.30,13.50,29.50
1982-01-01,58.54,-107.04,2.60,11.50,23.80,2.60,11.50,23.20,2.60,11.50,23.50
1983-01-01,58.54,-107.04,4.30,9.50,16.00,4.30,9.00,15.70,4.30,9.00,16.70
1984-01-01,58.54,-107.04,5.60,12.50,25.70,5.60,12.50,26.40,5.60,12.50,26.40
1985-01-01,58.54,-107.04,4.30,11.00,27.10,4.60,11.00,27.10,4.30,11.00,27.10
1986-01-01,58.54,-107.04,1.30,9.50,23.40,1.30,9.00,23.40,1.30,10.00,23.40
